,c1,t1,c2,c3,c4,c5,c6,t2,t3,t4,t5,t6
Gm8883,7,15.013,16,8,14,7,9.65685,20,22,17.0362,22.0247,16.8866
Gm8885,0,0,0,0,2.00176,1.00096,0,0,0,0,0,0
Gm8887,0,0,0,0,0,0,0,0,0,0,0,0
Gm8888,0,0,0,0,0,0,0,0,0,0,0,1
Gm8890,0,0,0,0,0,0,0,0,0,0,0,0
Gm8891,0,0,0,0,0,0,0,0,0,0,0,0
Gm8893,1.14744,0,0,0,0,0,0,1.04664,0,0,1.10251,0
Gm8894,0,0,0,0,0,0,0,0,2.17415,2.17715,0,0
Gm8895,0,0,0,0,0,0,0,0,0,0,0,0
Gm8896,0,0,0,0,0,0,0,0,0,0,0,0
Gm8897,0,0,0,0,0,0,0,0,0,0,0,0
Gm8899,3.01893,6.03172,10.1031,5,5.07263,8.07819,3.01949,5.02819,3,8.04662,11.0956,7.06361
Gm8900,0,0,0,0,0,0,0,0,0,0,1,0
Gm8902,0,0,0,0,0,0,0,0,0,0,0,0
Gm8906,0,0,0,0,0,0,0,0,0,0,0,0
Gm8907,0,0,0,0,0,0,0,0,0,0,0,0
Gm8908,0,0,0,0,0,0,0,0,0,0,0,0
Gm8909,810.57779,1028.75974,1057.30097,268.37331,2113.31584,2005.00115,1030.05377,1406.7672,1666.4277,1067.4658,1761.1258,2261.0582
Gm8913,0,0,0,0,0,0,0,0,0,0,0,0
Gm8916,0,0,0,0,0,0,0,0,0,0,0,0
Gm8918,0,0,0,0,0,0,0,0,0,0,0,0
Gm8919,0,0,0,0,0,0,0,0,0,0,0,0
Gm8920,0,0,0,0,0,1.00156,0,0,0,0,0,1
Gm8921,0,0,0,0,0,0,0,0,0,0,0,0
Gm8922,0,0,0,0,0,0,0,0,0,0,0,0
Gm8924,0,0,0,0,0,1.00121,0,0,0,0,0,0
Gm8925,0,1.0002,0,0,0,1.00071,0,0,2.00097,0,1.00105,1.00113
Gm8926,0,0,0,0,0,0,0,0,0,0,0,0
Gm8927,0,0,0,0,0,1.07879,0,0,1.00003,0,0,1.0002
Gm8929,0,0,0,0,0,0,0,0,0,0,0,0
Gm8930,0,0,0,0,0,0,0,0,1,0,0,0
Gm8934,0,1.00864,0,1.01058,1.01049,0,0,0,0,1.00897,0,0
Gm8935,6.26921,19.5828,6.6682,9.3159,3.89722,2.16018,13.5129,17.1989,2.028,1.47586,15.02304,6.89044
Gm8938,0,0,0,0,0,0,0,0,0,0,1,0
Gm8939,0,0,0,0,0,0,0,0,0,0,0,0
Gm8940,0,0,0,0,0,0,0,0,0,0,0,1
Gm8941,3,1,3,1,0,1,1,1,1,3,1,0
Gm8942,0,0,0,0,0,0,0,0,0,0,0,1.19204
Gm8945,0,0,0,0,0,0,0,0,0,0,0,0
Gm8947,1.09256,0,1,0,1,0,1.24922,0,2,2.33247,0,0
Gm8948,0,0,0,0,0,0,0,0,0,0,0,0
Gm8950,0,0,0,0,0,0,0,0,0,0,0,0
Gm8952,0,0,0,0,0,0,0,0,0,0,0,0
Gm8953,0,0,0,0,0,0,0,0,0,0,0,0
Gm8955,0,0,0,0,0,0,0,0,0,0,0,0
Gm8956,4.26237,1.56292,3.52845,2.97031,1.18747,0,0,1.54719,1.20737,0,3.23672,1.89243
Gm8957,0,0,0,0,0,0,0,0,0,0,0,0
Gm8959,0,0,0,0,1.00065,0,0,0,0,0,0,0
Gm8960,2.02099,0,1.01093,2.02651,1.01287,0,0,0,2.02247,2.01756,2.0344,2.03687
Gm8961,0,0,0,0,0,0,0,0,0,0,0,0
Gm8963,0,0,0,0,0,0,0,0,0,0,0,0
Gm8964,0,0,0,0,0,0,0,0,0,0,0,0
Gm8968,0,0,0,0,0,0,0,0,0,0,0,0
Gm8969,0,0,0,0,0,0,0,0,0,0,0,0
Gm8971,1.0293,0,0,1.22272,0,0,0,0,1.16567,0,1.31821,1.04021
Gm8973,0,0,0,0,0,0,0,0,0,0,0,0
Gm8974,0,0,0,0,0,0,0,0,0,0,0,0
Gm8976,1.00012,1.00019,0,3.00176,0,0,2.0007,0,0,0,2.00119,0
Gm8978,0,0,0,0,0,0,0,0,0,0,0,0
Gm8980,0,0,0,0,0,0,0,0,0,0,0,0
Gm8982,0,0,0,0.990419,1.70586,2.96116,0,0.985751,0,3.98675,0,0
Gm8983,5.16143,1.03944,1.0309,1.04653,5.2034,5.17134,5.29138,3.11129,1.04055,0,3.11069,3.11387
Gm8984,0,0,0,1,0,0,0,0,0,0,0,0
Gm8986,0,0,0,0,0,0,0,0,0,0,0,0
Gm8988,0,0,0,0,0,0,0,0,0,0,0,0
Gm8990,0,0,0,0,0,0,0,1.05701,1.0496,0,0,0
Gm8991,1.83514,1.76326,0,4.61936,0,2.48672,1.62679,2.06051,0,3.70401,2.09272,0
Gm8992,0,0,0,0,0,0,0,0,0,0,0,0
Gm8993,0,0,0,0,0,0,0,0,0,0,0,0
Gm8996,0,0,0,0,0,0,0,0,0,0,0,0
Gm8999,0,0,0,0,0,0,0,0,0,0,0,0
Gm9,0,0,0,0,0,0,0,0,0,0,0,0
Gm9001,1.15962,0,0,0,0,0,0,0,0,0,0,0
Gm9002,0,0,0,0,0,0,0,0,0,0,0,0
Gm9003,4,2,4,7,10,3,3,3,2,1,7,9
Gm9004,0,0,0,0,0,0,0,1,0,0,0,0
Gm9005,0,0,0,0,0,0,0,0,0,0,0,0
Gm9006,0,1,0.717112,0,4,0,0,0,0,0,2,1.80231
Gm9008,0,0,0,0,0,0,1.17328,0,0,3.4478,1.17361,0
Gm9009,1.00178,0,0,0,0,1.00184,0,0,0,0,0,1.00151
Gm9012,3,3.00071,1.00064,3,7.00271,3,4,3,6,5.00501,6,4.00138
Gm9013,1.0271,2.00663,3.03399,3.14814,2.01968,3.02713,2.0258,1.0035,1.00285,0,0,3.01431
Gm9017,0,0,0,0,0,0,0,0,0,0,0,0
Gm9022,0,0,0,0,0,0,0,0,0,0,0,0
Gm9023,0,0,0,0,0,0,0,0,0,0,0,0
Gm9027,12.4601,6.45738,2.09985,3.97453,5.19815,0,9.05804,10.3762,5.98342,0,0,3.74018
Gm9028,0,0,0,0,2.00278,0,0,0,1,0,2.00519,0
Gm9029,0,0,0,0,0,0,0,0,0,0,0,0
Gm9030,0,0,0,0,0,0,0,0,0,0,0,0
Gm9034,0,0,0,0,0,0,0,0,0,0,0,0
Gm9035,0,0,0,0,0,0,0,0,0,0,0,0
Gm9038,0,0,0,0,0,0,0,0,0,0,0,0
Gm904,0,0,0,0,0,0,0,0,0,0,0,0
Gm9040,0,0,0,0,0,0,0,0,0,0,0,0
Gm9042,0,0,3.00681,2.00004,1.06194,0,1,2.20692,1.43764,2.00111,1.04119,0
Gm9043,0,0,0,0,0,0,0,0,0,0,0,0
Gm9044,0,0,0,0,0,0,0,0,0,0,0,0
Gm9045,0,0,0,0.546351,0,0,0,0,0,0,0,0
Gm9046,0,0,0,0,0,0,0,0,0,0,0,0
Gm9048,0,0,0,0,0,0,0,0,0,0,0,0
Gm9049,0,0,0,0.546351,0,0,0,0,0,0,0,0
Gm9050,0,0,0,0,0,0,0,0,0,0,0,0
Gm9051,0,0,0,0,0,0,0,0,0,0,0,0
Gm9054,0,0,1,0,0,0,0,0,0,1,1,2
Gm9057,6.03329,4.01837,8.04615,4.03161,4.04387,1.01272,3.0156,6.04212,5.01137,1,4.04034,3.02161
Gm9059,0,0,0,0,0,0,0,0,0,0,0,0
Gm906,0,0,0,0,0,0,0,0,0,0,0,0
Gm9060,0,0,0,0,0,0,0,0,0,0,0,0
Gm9061,0,0,0,0,0,0,0,1.00181,0,0,0,0
Gm9062,0,0,0,0,0,0,0,0,0,0,0,0
Gm9063,0,0,0,0,0,0,1,0,0,0,0,0
Gm9064,0,0,0,1,0,0,0,0,0,0,0,1
Gm9066,0,0,0,0,0,0,0,0,0,0,0,0
Gm9067,0,0,0,0,0,0,0,0,0,0,0,0
Gm9068,0,0,0,0,1,0,0,0,0,0,0,0
Gm9071,0,0,0,0,0,0,0,0,0,0,0,0
Gm9072,0,0,0,0,0,0,0,0,0,0,0,0
Gm9075,0,0,0,0,1,0,0,0,0,0,0,0
Gm9077,0,0,0,0,0,0,0,0,0,0,1.02811,0
Gm9078,1.00041,0,0,0,0,0,0,0,0,0,0,1.00207
Gm9081,0,0,0,0,1.0002,1.25522,1.00002,0,0,0,0,1.00027
Gm9083,0,0,2.01681,2.02034,1.01307,2.02794,1.01317,0,1.00965,1.00964,1.01605,0
Gm9085,2,4,1,3,1,2,2,2,1,1,0,5
Gm9086,0,0,0,0,0,0,0,0,0,0,0,0
Gm9088,0,0,0,0,0,0,0,0,0,0,0,0
Gm9095,0,0,0,0,0,0.117779,0,0,0.107221,0.0989053,0,0.110779
Gm9097,0,0,0,0,0,0.882221,0,0,0.892779,0.901273,0,0.889528
Gm9098,0,0,0,0,1,0,0,0,0,0,0,0
Gm9102,0,0,0,0,0,0,0,0,0,0,0,0
Gm9103,0,0,0,0,0,0,0,0,0,0,0,0
Gm9104,1.22924,1.26392,0,5.03188,0,0,1.29035,1.26409,0,0,0,0
Gm9105,0,0,0,0,0,0,0,0,0,0,0,0
Gm9108,0,0,0,0,0,0,0,0,0,0,0,0
Gm9109,0,0,0,0,0,0,0,0,0,0,0,0
Gm9110,0,0,0,0,0,0,0,0,0,0,0,0
Gm9111,0,0,0,0,0,0,0,0,0,0,0,0
Gm9112,0,0,0,0,0,0,0,0,0,0,0,0
Gm9113,2.65671,4,1,3.84907,3,0,2,3,2,1,1,2
Gm9114,0,0,0,0,0,0,0,0,0,0,0,0
Gm9115,4.06724,0,0,1.01192,1.01953,2.02518,3.04706,0,5.06366,2.02948,0,0
Gm9116,0,0,0,0,0,0,0,0,0,0,0,0
Gm9118,1.04688,2.10489,2.07566,3.13328,1.04973,5.24937,2.12703,1.05108,0,2.06936,3.17891,2.11118
Gm9119,0,0,0,0,0,0,0,0,0,0,0,0
Gm9120,0,0,0,0.401589,1,0,0,0,0,1.00003,0,0
Gm9121,0,0,0,0,0,0,0,0,1,0,0,0
Gm9124,0,0,0,0,0,0,0,0,0,0,0,0
Gm9126,0,0,0,0,0,0,0,0,0,0,0,0
Gm9127,0,0,0,0,0,0,0,0,0,0,0,0
Gm9129,0,0,0,0,0,0,0,0,0,0,0,0
Gm9130,0,0,0,0,0,0,0,0,2.00417,1.00169,2.01199,2.00834
Gm9131,0,0,1,0,0,0,0,0,0,0,0,0
Gm9132,0,0,0,0,0,0,0,0,0,0,0,0
Gm9133,0,0,0,0,0,0,0,0,0,0,0,0
Gm9134,0,0,0,0,1.26194,0,0,0,0,0,0,0
Gm9135,0,0,0.872174,0.831379,0.881264,0,0,0,0,0.870919,0,0
Gm9136,0,0,0,0,0,0,0,0,0,0,0,0
Gm9139,0,0,0,0,0,0,0,0,0,0,0,0
Gm9141,0,0,0,0,0,0,0,0,0,0,0,0
Gm9142,0,0,0,0,0,0,0,0,0,0,0,0
Gm9143,0,0,0,0,0,0,0,0,0,0,0,0
Gm9146,0,0,0,0,0,0,0,0,0,0,0,0
Gm9149,0,0,0,0,0,0,0,0,0,0,0,0
Gm9156,0,0,0,0,0,0,0,0,0,0,0,0
Gm9157,0,0,0,0,0,0,0,0,0,0,0,0
Gm9158,0,0,0,0,0,0,0,0,0,0,0,0
Gm9159,0,0,0,0,0,1.00022,0,0,0,0,0,0
Gm9162,0,0,0.127933,0.168621,0.118756,0,0,0,0,0.129081,0,0
Gm9164,1.00006,0,0,0,1.00012,0,2,0,1,0,0,0
Gm9165,0,0,0,0,0,0,0,0,0,1.00279,0,0
Gm9166,0,0,0,0,0,1,1,0,0,0,0,0
Gm9167,0,0,0,0,0,0,0,0,0,0,0,0
Gm9169,0,0,0,0,1.12826,0,0,1.18314,0,0,0,1.12246
Gm9172,0,0,0,0,0,0,0,0,0,0,0,0
Gm9173,0,0,0,0,0,0,0,0,0,0,0,0
Gm9174,0,0,0,0,0,0,0,0,0,1.43757,0,0
Gm9176,0,0,0,0,0,0,0,0,0,0,1.03138,0
Gm9182,0,0,0,0,0,0,0,1.01221,0,0,0,0
Gm9191,0,0,0,0,0,0,0,0,0,0,0,0
Gm9192,0,0,0,0,0,0,0,0,0,0,0,0
Gm9194,0,0,3.06031,1,2.01055,0,1.0009,1.00087,0,0,0,0
Gm9195,0,0,0,0,0,0,0,0,0,0,0,0
Gm9198,0,0,0,0,0,0,0,0,0,0,0,0
Gm9200,0,0,0,0,0,1.00391,0,0,0,0,1.00841,0
Gm9202,0,0,0,0,0,0,0,0,0,0,0,0
Gm9204,0,0,0,0,0,0,0,0,0,0,0,0
Gm9207,0,0,0,0,1.06536,0,0,0,0,0,0,0
Gm9208,0,0,0,0,0,0,0,0,0,0,0,0
Gm9210,0,0,0,0,0,0,0,0,0,0,0,0
Gm9211,0,0,0,0,1.00008,0,0,0,0,0,0,0
Gm9212,0,0,0,0,0,0,0,0,1,1,2,0
Gm9214,0,0,0,1.01827,0,0,0,0,0,0,0,0
Gm9218,0,1,0,0,0,0,0,0,0,0,0,0
Gm9220,0,0,0,0,0,0,0,0,0,0,0,0
Gm9224,0,0,0,0,0,0,0,0,0,0,0,0
Gm9225,0,0,0,0,0,0,0,0,0,0,3,0
Gm9226,0,0,0,0,0,0,0,0,0,0,0,0
Gm9227,0,0,0,0,0,0,0,0,0,0,0,0
Gm9229,0,0,0,0,0,0,0,0,0,0,0,0
Gm9230,0,0,0,0,0,0,0,0,0,0,0,0
Gm9231,1.02772,0,0,0,3.0981,1.04601,0,0,0,0,1.04333,0
Gm9234,0,2.05079,1.02895,1.03088,0,0,1.03521,1.02897,2.0535,0,0,2.16352
Gm9236,0,0,0,0,0,0,0,0,0,0,0,0
Gm9237,0,0,0,0,0,0,0,0,0,0,0,0
Gm9238,0,0,0,0,0,0,0,0,0,0,0,0
Gm9239,0,0,0,0,0,0,0,0,0,0,0,0
Gm9240,0,0,0,0,0,0,0,0,0,0,0,0
Gm9242,2.43886,0,3.73068,5.48503,2.09141,0,2.44651,3.95688,0,6.7066,1.15429,0
Gm9244,0,0,0,0,0,0,0,0,0,0,0,0
Gm9245,1,0,0,0,0,0,0,0,0,0,0,0
Gm9246,0,0,0,0,0,0,0,0,0,2,0,0
Gm9247,0,0,0,1.00065,1.00019,1.00068,0,0,1.00031,0,0,1.00078
Gm9249,0,0,0,0,0,0,0,0,0,0,0,0
Gm9251,0,0,0,0,0,0,0,0,0,0,0,0
Gm9252,0,0,0,0,0,0,0,0,0,0,0,0
Gm9255,0,0,0,0,0,0,0,3,0,0,0,0
Gm9256,2.40626,2.32921,1.26499,0,0,2.5692,2.54074,1.30295,0,0,0,0
Gm9257,1,1,3,2,2,1,2,1,3,1,0,2
Gm9259,0,0,0,0,0,0,0,0,0,0,0,0
Gm9260,1.01191,0,0,0,1.00508,0,1.0064,0,0,0,0,0
Gm9264,0,0,0,0,0,0,1,0,5.00152,0,0,0
Gm9265,0,0,0,0,0,0,0,0,0,0,0,0
Gm9266,0,0,0,0,0,0,0,0,0,0,0,0
Gm9267,0,0,0,0,0,0,0,0,0,0,0,0
Gm9269,0,0,0,0,1,0,1,0,0,0,0,0
Gm9271,0,0,0,0,0,0,0,0,0,0,0,0
Gm9273,0,0,0,0,0,0,0,0,0,0,0,0
Gm9274,0,0,0,0,0,0,0,0,0,0,0,0
Gm9275,0,0,0,0,0,0,0,0,0,0,0,0
Gm9276,0,1.00189,2.0046,2.00401,1.00366,0,0,2.00372,1.00082,0,0,1.00295
Gm9278,0,0,0,0,0,0,0,0,0,0,0,0
Gm9279,0,0,0,0,0,0,0,0,0,0,0,0
Gm9280,0,0,0,0,0,0,1.0002,0,0,0,0,0
Gm9284,0,0,0,0,0,0,0,0,0,0,0,0
Gm9285,0,0,0,0,0,0,0,0,0,0,0,0
Gm9286,0,0,0,0,0,0,0,0,0,0,0,0
Gm9287,0,0,0,0,0,0,0,0,0,0,0,0
Gm9288,0,0,0,0,0,0,0,0,0,0,0,0
Gm9289,0,0,0,0,0,0,0,0,0,0,0,0
Gm9290,0,0,0,1,0,0,0,0,0,0,0,0
Gm9292,0,0,0,0,0,0,0,0,0,0,0,0
Gm9293,0,0,0,0,0,0,0,0,0,0,0,0
Gm9294,0,1.00406,0,0,2.01645,1.00861,0,0,0,0,2.0248,0
Gm9298,0,0,1,0,0,0,0,1,0,1,0,0
Gm9299,0,0,0,2.2091,0,0,3.41659,0,0,0,0,0
Gm9300,0,0,0,0,0,0,0,0,0,0,0,0
Gm9302,0,0,0,0,0,0,0,0,0,0,0,0
Gm9305,0,0,0,0,0,0,0,0,0,0,0,0
Gm9309,0,0,0,0,0,0,0,0,0,0,0,0
Gm9311,1,1,1,1,0,0,1,2,0,0,0,0
Gm9314,0,0,0,0,0,1,0,0,0,0,1,0
Gm9315,0,0,0,0,0,0,0,0,0,0,0,0
Gm9316,2,0,0,0,0,0,0,0,0,1.00268,2,0
Gm9317,0,0,0,0,0,0,0,0,0,0,0,0
Gm9318,0,0,0,0,0,0,0,0,0,0,0,0
Gm9319,0,0,0,0,0,0,0,0,0,0,0,0
Gm9320,24,13,11.33637,9.13667,20.34254,13,18.28107,15.11298,10,11.08287,25.55879,14
Gm9321,0,0,0,0,0,0,0,0,0,0,0,0
Gm9322,0,0,0,0,0,0,0,0,0,0,0,0
Gm9332,0,0,0,0,0,0,1.00054,0,0,0,0,0
Gm9333,0,0,0,0,0,0,0,0,1.01445,0,0,1.019
Gm9334,0,0,0,0,0,0,0,0,0,0,0,0
Gm9335,0,0,0,0,0,0,0,0,0,0,0,0
Gm9341,0,0,0,0,1.00006,1.00007,0,0,0,0,0,0
Gm9343,0,0,0,0,0,0,0,0,0,0,0,0
Gm9347,0,0,0,0,0,0,0,0,0,0,0,0
Gm9348,0,0,0,0,0,0,0,0,0,0,0,0
Gm9349,0,0,0,0,0,0,0,0,0,0,0,0
Gm9351,3.58541,2.28698,4.55984,2.07495,2.27014,1.00448,0,4.22869,4.08872,3.11476,2.57289,2.0489
Gm9353,0,0,0,1.03913,0,1.01956,0,0,0,1.01796,1.01739,1.0411
Gm9354,1.00193,0,0,3.00667,1.00399,1.00492,0,0,0,0,0,0
Gm9357,0,1,0,0,0,0,0,0,0,0,0,0
Gm9358,0,0,0,0,0,0,0,0,0,0,0,0
Gm9359,0,0,0,0,0,0,0,0,0,0,0,0
Gm9360,0,0,0,0,0,0,0,1,0,0,0,0
Gm9361,0,0,0,0,0,0,0,0,0,0,0,0
Gm9364,0,0,0,0,1.02172,0,0,0,0,0,0,0
Gm9367,0,0,0,0,0,0,0,0,0,0,0,0
Gm9368,0,0,0,0,1,0,0,0,0,0,1.00006,0
Gm9369,0,0,0,0,0,0,0,0,0,0,0,0
Gm9370,0,0,0,0,0,0,0,0,0,0,0,0
Gm9372,0,0,0,0,0,1,0,0,0,0,0,0
Gm9373,0,0,0,0,0,0,0,0,0,0,0,0
Gm9375,0,0,0,0,0,0,0,0,0,0,0,0
Gm9376,0,0,0,0,0,0,0,0,0,0,0,0
Gm9377,0,0,0,0,0,0,0,0,0,0,0,0
Gm9378,8,1,3.00075,7.00126,1.3422,7,2,4,4,6,3.00054,4.80641
Gm9379,0,0,0,0,0,0,0,0,0,0,0,0
Gm9381,0,0,0,0,0,0,0,0,0,0,0,0
Gm9385,8.39118,12.547,2.51573,5.61475,2.84165,0,2.92709,0,0,13.4754,3.07901,6.24547
Gm9386,0,0,0,0,0,0,0,0,0,0,0,0
Gm9387,0,0,0,0,0,0,0,0,0,0,0,0
Gm9390,0,0,0,0,0,0,0,0,0,0,0,0
Gm9391,0,0,0,0,0,0,0,0,0,0,0,0
Gm9392,15.9117,20.7653,8.38815,16.0059,12.4137,2.11261,7.53406,8.49335,11.3506,12.5162,12.5617,7.14488
Gm9395,0,0,0,0,0,0,0,0,0,0,0,0
Gm9396,1.66042,0,1.73274,0,0,0,1.89743,0,0,0,0,5.07715
Gm9397,0,0,0,0,0,0,0,0,0,0,0,0
Gm9399,0,0,0,0,0,0,0,0,0,0,0,0
Gm94,0,0,0,0,0,0,0,0,0,0,0,0
Gm9400,0,0,0,0,0,0,0,0,0,0,0,0
Gm9402,2,1,1.00482,2,0,0,1,0,1,0,0,0
Gm9403,15.0494,13.0805,3.83278,8.0066,6.02732,12.9197,10.2318,11.801,6.81204,5.78496,8.68618,3.99966
Gm9406,0,1,0,0,0,0,0,0,0,0,0,0
Gm9407,0,0,0,0,0,0,0,0,0,0,0,0
Gm9408,0,0,0,0,0,0,0,0,0,0,0,0
Gm9409,0,0,0,0,0,0,0,0,0,0,0,1.00083
Gm9410,0,0,0,0,0,0,0,0,0,0,0,0
Gm9411,0,0,0,0,0,0,0,0,0,0,0,0
Gm9415,0,0,0,0,0,0,0,0,0,0,0,0
Gm9416,0,0,0,0,0,0,0,0,0,0,0,0
Gm9419,0,2,0,2,1,0,2,0,1,0,0,1
Gm9423,0,0,0,0,0,0,0,0,0,0,1.00003,1.00002
Gm9427,0,0,0,0,0,0,0,0,0,0,0,0
Gm9428,0,0,0,0,0,0,0,0,0,0,0,0
Gm9429,0,0,0,0,0,1,0,0,0,0,0,0
Gm9430,0,0,0,0,0,0,0,0,0,0,0,0
Gm9431,0,0,1.00121,0,0,0,0,0,0,0,0,0
Gm9432,1.01042,1.02399,1.01097,0,0,3.10875,3.05312,0,0,0,0,1.04071
Gm9434,0,0,0,0,0,0,0,0,0,0,0,0
Gm9435,0,0,0,0,0,0,0,0,0,0,1.00017,1.00023
Gm9436,0,0,1.00008,1.00017,2.00011,1,0,0,0,0,1.00009,1.0001
Gm9439,0,0,0,0,0,0,0,0,0,0,0,0
Gm9440,0,0,0,0,0,0,0,0,0,0,0,0
Gm9442,17,27,9,12,9,15,4,11,14,9,8,5
Gm9443,1.00497,0,0,1.00198,2.35954,2.02016,0,0,0,0,0,0
Gm9445,0,0,0,0,0,0,0,0,0,0,0,0
Gm9449,0,0,0,1.49336,0,0,0,0,0,0,0,0
Gm9451,0,1,0,0,0,0,0,0,0,0,0,0
Gm9456,1,1,2,0,0,0,1,1,1,0,0,1
Gm9457,0,0,1.00231,0,0,0,0,0,0,0,1.00163,0
Gm9458,3,0,3,0,9,12,7,3,4.06661,1,11.187,4
Gm9463,0,0,0,0,0,0,0,0,0,0,0,0
Gm9465,2.94035,10.1987,8.24327,2.45432,4.58058,5.71309,10.4878,8.30126,3.24333,6.17641,5.3796,2.60091
Gm9466,0,0,0,0,0,0,0,0,0,0,0,0
Gm9472,0,0,1,0,0,0,0,0,0,1,0,0
Gm9474,0,0,0,0,0,0,0,0,0,0,0,0
Gm9476,0,0,0,0,0,0,0,0,0,0,0,0
Gm9480,0,6.00718,3.60375,3.00075,3.00421,1.00049,0,8.00512,4.00123,3.00666,5.00466,1.00165
Gm9484,3,2,5,2,9,3,4,5,6,3,5,8
Gm9487,0,0,0,0,0,0,0,0,0,0,0,0
Gm9493,4.70147,9.90293,9.82354,17.7369,18.5086,12.1156,13.1187,4.84885,7.80253,18.7429,9.81637,17.1022
Gm9496,0,0,0,0,0,0,0,0,0,0,0,0
Gm9497,0,0,0,0,0,0,0,0,1,0,0,0
Gm9498,0,0,0,0,0,0,0,0,0,0,0,0
Gm9499,0,0,0,0,0,0,0,0,0,0,0,0
Gm9501,0,0,0,0,0,0,0,0,0,0,0,0
Gm9502,1.00256,1,8.68478,4,2.00567,2,4.02089,3,2.00415,2.00421,5.01335,4
Gm9504,0,0,0,0,1,0,0,0,0,0,0,0
Gm9506,0,0,0,0,0,0,0,0,0,1.003,0,0
Gm9507,0,0,0,0,0,0,0,0,0,0,0,0
Gm9508,0,0,0,0,0,0,0,0,0,0,0,0
Gm9509,0,0,0,0,0,0,0,0,0,0,0,0
Gm9512,3.00587,4.00809,3.00973,2.00667,5.02002,2.00785,3.00582,1.00254,3.0061,1.00372,5.74317,4.0165
Gm9514,0,0,0,0,0,0,0,0,0,0,0,0
Gm9515,83,44,69,44,71,37,71,41,49,37,72,61
Gm9516,0,0,0,0,0,0,0,0,0,0,0,0
Gm9517,0,0,0,0,0,0,0,0,0,0,0,0
Gm9519,0,0,0,0,0,0,0,0,0,0,0,0
Gm9520,0,0,0,0,0,0,0,0,0,0,0,0
Gm9521,1.00414,2.00251,1.00336,2.00065,1.0342,5.00396,0,2.00199,1.00117,2.00604,3.01442,1.00075
Gm9522,0,0,12.0018,4.00049,1.00013,0,11.0003,1,6.00016,0,1.00017,1.00015
Gm9523,0,0,0,0,0,1,0,0,0,0,0,0
Gm9525,0,1.00211,1.00327,1,0,0,0,0,0,1,0,0
Gm9529,0,0,0,0,0,0,0,0,0,0,0,0
Gm9530,9,6,11.0296,5.00028,9.21855,23.1001,10,3,6.8588,7.18311,12.0003,7.09194
Gm9531,834.063,977.097,705.54761,941.80152,613.673,458.028,640.983,1047.44,1102.79,874.84239,659.951,689.619
Gm9534,0,0,1,1,0,0,0,0,0,0,0,0
Gm9535,0,0,0,0,0,0,0,0,0,0,0,0
Gm9536,0,0,0,0,0,0,0,0,0,0,0,0
Gm9540,0,0,0,0,0,0,0,0,0,0,0,0
Gm9541,0,0,0,0,0,0,0,0,0,0,0,0
Gm9544,2.01647,2.00065,7.09521,3,3.0415,1.00719,2.00959,1.11567,3.0056,3.48667,7.00301,0
Gm9547,0,0,0,0,0,0,0,0,0,0,0,0
Gm9550,0,0,0,0.00335466,0.000768407,0,0,0,0,0,0,0
Gm9553,0,0,0,0,0,0,0,0,0,0,0,0
Gm9555,0,0,0,0,0,0,0,0,0,0,0,0
Gm9556,0,0,0,0,0,0,0,0,0,0,0,0
Gm9560,0,0,0,0,0,0,0,0,0,0,0,0
Gm9563,0,0,0,1,0,0,0,0,1,0,1,0
Gm9564,0,0,0,0,0,0,0,0,0,0,0,0
Gm9568,0,0,0,0,0,0,0,0,0,0,0,0
Gm9569,0,0,0,0,0,0,0,0,0,0,0,0
Gm9570,0,1,2.0007,0,0,1,3,1,0,0,0,0
Gm9574,1,0,0,0,2.00113,0,0,1,0,0,0,1.00034
Gm9575,0,0,0,1.00093,0,0,0,0,0,0,0,0
Gm9577,0,0,0,0,0,0,0,0,0,0,0,1
Gm9578,0,0,0,0,0,1,0,0,0,0,0,0
Gm9583,0,0,0,0,0,0,0,0,0,0,0,0
Gm9584,0,0,0,0,0,0,0,0,0,0,0,0
Gm9585,0,0,0,0,0,0,0,0,0,0,0,0
Gm9586,0,0,0,0,0,0,0,0,0,0,0,0
Gm9587,0,0,0,0,0,0,0,0,0,0,0,0
Gm9593,0,0,0,0,0,0,0,0,0,0,0,0
Gm9597,0,0,0,0,0,0,0,0,0,0,0,0
Gm9598,0,0,0,0,0,0,0,0,0,0,0,0
Gm9599,0,0,0,0,0,0,0,0,0,0,0,0
Gm960,4,1,1,4,1,3,3,1,2.000001,1,8,2
Gm9602,0,0,0,0,0,0,0,0,0,0,0,0
Gm9603,0,1.00603,0,0.512183,0,0,0,2.03951,0,0,0,0
Gm9604,0,0,0,0,0,0,0,0,0,0,0,0
Gm9611,0,0,0,0,0,0,0,0,0,0,0,0
Gm9613,0,0,0,0,0,0,0,0,0,0,0,0
Gm9614,0,0,0,1,2,0,0,0,0,1,1,0
Gm9616,3.25711,0,0,7.66903,2.2012,1.69655,2.21415,5.50223,0,2.92172,4.44478,2.21815
Gm9618,0,0,0,0,0,0,0,0,0,0,0,0
Gm9619,2.04641,1.02378,1.0221,1.02666,3.08362,5.13846,3.07612,1.0264,1.02281,1.02032,5.14726,2.06188
Gm9621,0,0,0,0,0,0,0,0,0,0,0,0
Gm9625,31.0401,43.4249,27.6087,48.4519,31.5261,35.8699,43.2329,33.5872,33.5865,27.9424,39.98,32.2688
Gm9626,0,1,0,1,2,1,3,1,2,0,1,0
Gm9628,0,0,0,0,0,0,0,0,0,0,0,0
